4.535606e+01	1.036271e+02	3.443622e-86	3.443622e-86	
2.372488e+01	9.026786e+01	3.443622e-86	3.443622e-86	
-2.778616e+00	6.785761e+01	3.443622e-86	3.443622e-86	
5.499432e+00	1.130921e+02	3.443622e-86	3.443622e-86	
9.634046e+00	3.697510e+01	3.443622e-86	3.443622e-86	
4.748147e+01	9.520729e+01	3.443622e-86	3.443622e-86	
4.424198e+01	1.316041e+02	3.443622e-86	3.443622e-86	
-9.098625e+00	6.930770e+01	3.443622e-86	3.443622e-86	
-5.991353e+00	1.564230e+02	3.443622e-86	3.443622e-86	
2.258757e+01	7.091881e+01	3.443622e-86	3.443622e-86	
-2.621382e+01	6.996657e+01	3.443622e-86	3.443622e-86	
3.692824e+00	8.277439e+01	3.443622e-86	3.443622e-86	
3.006227e+00	3.186558e+01	3.443622e-86	3.443622e-86	
9.800060e+01	-1.688839e+01	3.443622e-86	3.443622e-86	
5.680093e+01	1.568309e+01	3.443622e-86	3.443622e-86	
8.118984e+01	1.076417e+01	3.443622e-86	3.443622e-86	
1.821434e+00	-2.919463e+01	3.443622e-86	3.443622e-86	
4.229520e+01	1.020087e+02	3.443622e-86	3.443622e-86	
7.030867e+00	4.689292e+01	3.443622e-86	3.443622e-86	
4.530657e+01	7.617171e+01	3.443622e-86	3.443622e-86	
-3.828455e+01	1.541243e+02	3.443622e-86	3.443622e-86	
-4.000870e+00	9.706755e+01	3.443622e-86	3.443622e-86	
-4.442476e+01	4.262769e+01	3.443622e-86	3.443622e-86	
-2.441339e+01	8.577242e+01	3.443622e-86	3.443622e-86	
-5.525861e+01	5.942428e+01	3.443622e-86	3.443622e-86	
2.367552e+01	-1.564521e+01	3.443622e-86	3.443622e-86	
1.488757e+01	4.606781e+01	3.443622e-86	3.443622e-86	
7.213804e+01	2.044828e+01	3.443622e-86	3.443622e-86	
-3.657298e+00	-2.961554e+01	3.443622e-86	3.443622e-86	
6.965605e+01	-2.717315e+01	3.443622e-86	3.443622e-86	
2.992602e+01	5.483683e+01	3.443622e-86	3.443622e-86	
1.114917e+02	-1.950915e+01	3.443622e-86	3.443622e-86	
1.141752e+01	-1.465679e+01	3.443622e-86	3.443622e-86	
-1.457828e+01	1.508192e+01	3.443622e-86	3.443622e-86	
-1.795558e+01	2.375666e+01	3.443622e-86	3.443622e-86	
1.509699e+01	4.626559e+01	3.443622e-86	3.443622e-86	
-4.567334e+01	1.389579e+02	3.443622e-86	3.443622e-86	
2.101749e+01	6.178321e+01	3.443622e-86	3.443622e-86	
-3.301636e+01	2.876775e+01	3.443622e-86	3.443622e-86	
3.282048e+01	4.712450e+01	3.443622e-86	3.443622e-86	
-1.024554e+00	9.814088e+01	3.443622e-86	3.443622e-86	
3.701552e+01	1.091565e+02	3.443622e-86	3.443622e-86	
6.193877e+01	7.086085e+01	3.443622e-86	3.443622e-86	
